"protein__id","gene__name","group","replicate","variable","value"
"P00926","dsdA","Cefotaxime",1,"lfq",26.1055
"P00926","dsdA","Cefotaxime",2,"lfq",26.3228
"P00926","dsdA","Cefotaxime",3,"lfq",25.6325
"P00926","dsdA","Impipenem",1,"lfq",26.1083
"P00926","dsdA","Impipenem",2,"lfq",25.9652
"P00926","dsdA","Impipenem",3,"lfq",25.3147
"P00926","dsdA","Ciprofloxacin",1,"lfq",25.404
"P00926","dsdA","Ciprofloxacin",2,"lfq",24.9754
"P00926","dsdA","Ciprofloxacin",3,"lfq",23.2318
"P00926","dsdA","Control",1,"lfq",26.4087
"P00926","dsdA","Control",2,"lfq",24.1457
"P00926","dsdA","Control",3,"lfq",25.9949
"P00934","thrC","Ampicillin",1,"lfq",29.2897
"P00934","thrC","Ampicillin",2,"lfq",28.8647
"P00934","thrC","Ampicillin",3,"lfq",29.3842
"P00934","thrC","Cefotaxime",1,"lfq",29.0775
"P00934","thrC","Cefotaxime",2,"lfq",29.6199
"P00934","thrC","Cefotaxime",3,"lfq",29.3698
"P00934","thrC","Impipenem",1,"lfq",29.142
"P00934","thrC","Impipenem",2,"lfq",29.2511
"P00934","thrC","Impipenem",3,"lfq",29.4673
"P00934","thrC","Ciprofloxacin",1,"lfq",29.8044
"P00934","thrC","Ciprofloxacin",2,"lfq",28.8981
"P00934","thrC","Ciprofloxacin",3,"lfq",28.7239
"P00934","thrC","Control",1,"lfq",28.8881
"P00934","thrC","Control",2,"lfq",28.8106
"P00934","thrC","Control",3,"lfq",29.4618
"P00946","manA","Ampicillin",1,"lfq",29.243
"P00946","manA","Ampicillin",2,"lfq",29.4157
"P00946","manA","Ampicillin",3,"lfq",29.3692
"P00946","manA","Cefotaxime",1,"lfq",29.285
"P00946","manA","Cefotaxime",2,"lfq",29.3353
"P00946","manA","Cefotaxime",3,"lfq",29.5378
"P00946","manA","Impipenem",1,"lfq",29.072
"P00946","manA","Impipenem",2,"lfq",29.4893
"P00946","manA","Impipenem",3,"lfq",29.4088
"P00946","manA","Ciprofloxacin",1,"lfq",29.3828
"P00946","manA","Ciprofloxacin",2,"lfq",29.4351
"P00946","manA","Ciprofloxacin",3,"lfq",29.3475
"P00946","manA","Control",1,"lfq",29.323
"P00946","manA","Control",2,"lfq",28.9217
"P00946","manA","Control",3,"lfq",29.5348
"P00954","trpS","Ampicillin",1,"lfq",28.6042
"P00954","trpS","Ampicillin",2,"lfq",28.342
"P00954","trpS","Ampicillin",3,"lfq",28.4433
"P00954","trpS","Cefotaxime",1,"lfq",28.3535
"P00954","trpS","Cefotaxime",2,"lfq",28.6437
"P00954","trpS","Cefotaxime",3,"lfq",28.1399
"P00954","trpS","Impipenem",1,"lfq",28.2993
"P00954","trpS","Impipenem",2,"lfq",28.4597
"P00954","trpS","Impipenem",3,"lfq",28.5441
"P00954","trpS","Ciprofloxacin",1,"lfq",28.9192
"P00954","trpS","Ciprofloxacin",2,"lfq",28.6363
"P00954","trpS","Ciprofloxacin",3,"lfq",28.7048
"P00954","trpS","Control",1,"lfq",28.393
"P00954","trpS","Control",2,"lfq",28.5611
"P00954","trpS","Control",3,"lfq",28.5947
"P00956","ileS","Ampicillin",1,"lfq",30.5677
"P00956","ileS","Ampicillin",2,"lfq",30.5348
"P00956","ileS","Ampicillin",3,"lfq",30.2821
"P00956","ileS","Cefotaxime",1,"lfq",30.8144
"P00956","ileS","Cefotaxime",2,"lfq",30.2907
"P00956","ileS","Cefotaxime",3,"lfq",30.5949
"P00956","ileS","Impipenem",1,"lfq",30.5024
"P00956","ileS","Impipenem",2,"lfq",30.7732
"P00956","ileS","Impipenem",3,"lfq",30.9488
"P00956","ileS","Ciprofloxacin",1,"lfq",30.7196
"P00956","ileS","Ciprofloxacin",2,"lfq",30.9877
"P00956","ileS","Ciprofloxacin",3,"lfq",31.0923
"P00956","ileS","Control",1,"lfq",30.6611
"P00956","ileS","Control",2,"lfq",30.6941
"P00956","ileS","Control",3,"lfq",30.8174
"P00957","alaS","Ampicillin",1,"lfq",30.8587
"P00957","alaS","Ampicillin",2,"lfq",30.6262
"P00957","alaS","Ampicillin",3,"lfq",30.6316
"P00957","alaS","Cefotaxime",1,"lfq",30.6992
"P00957","alaS","Cefotaxime",2,"lfq",30.4118
"P00957","alaS","Cefotaxime",3,"lfq",30.5991
"P00957","alaS","Impipenem",1,"lfq",30.5991
"P00957","alaS","Impipenem",2,"lfq",30.7052
"P00957","alaS","Impipenem",3,"lfq",30.7865
"P00957","alaS","Ciprofloxacin",1,"lfq",31.0411
"P00957","alaS","Ciprofloxacin",2,"lfq",30.8536
"P00957","alaS","Ciprofloxacin",3,"lfq",31.1606
"P00957","alaS","Control",1,"lfq",30.7234
"P00957","alaS","Control",2,"lfq",30.7876
"P00957","alaS","Control",3,"lfq",30.9028
"P00959","metG","Ampicillin",1,"lfq",29.7258
"P00959","metG","Ampicillin",2,"lfq",29.6627
"P00959","metG","Ampicillin",3,"lfq",29.1558
"P00959","metG","Cefotaxime",1,"lfq",29.9702
"P00959","metG","Cefotaxime",2,"lfq",29.2568
"P00959","metG","Cefotaxime",3,"lfq",29.8431
"P00959","metG","Impipenem",1,"lfq",29.6098
"P00959","metG","Impipenem",2,"lfq",30.0711
"P00959","metG","Impipenem",3,"lfq",30.0235
"P00959","metG","Ciprofloxacin",1,"lfq",30.0758
"P00959","metG","Ciprofloxacin",2,"lfq",29.7107
"P00959","metG","Ciprofloxacin",3,"lfq",30.0026
"P00959","metG","Control",1,"lfq",30.1381
"P00959","metG","Control",2,"lfq",29.9088
"P00959","metG","Control",3,"lfq",29.8296
"P00960","glyQ","Ampicillin",1,"lfq",27.1807
"P00960","glyQ","Ampicillin",2,"lfq",27.597
"P00960","glyQ","Ampicillin",3,"lfq",26.0929
"P00960","glyQ","Cefotaxime",1,"lfq",27.5041
"P00960","glyQ","Cefotaxime",2,"lfq",26.451
"P00960","glyQ","Cefotaxime",3,"lfq",27.2932
"P00960","glyQ","Impipenem",1,"lfq",28.2532
"P00960","glyQ","Impipenem",2,"lfq",28.4105
"P00960","glyQ","Impipenem",3,"lfq",27.728
"P00960","glyQ","Ciprofloxacin",1,"lfq",28.0578
"P00960","glyQ","Ciprofloxacin",2,"lfq",27.8047
"P00960","glyQ","Ciprofloxacin",3,"lfq",27.9123
"P00960","glyQ","Control",1,"lfq",28.1817
"P00960","glyQ","Control",2,"lfq",27.8772
"P00960","glyQ","Control",3,"lfq",28.4417
"P00961","glyS","Ampicillin",1,"lfq",31.3744
"P00961","glyS","Ampicillin",2,"lfq",31.3817
"P00961","glyS","Ampicillin",3,"lfq",31.2413
"P00961","glyS","Cefotaxime",1,"lfq",31.0724
"P00961","glyS","Cefotaxime",2,"lfq",30.9888
"P00961","glyS","Cefotaxime",3,"lfq",31.3118
"P00961","glyS","Impipenem",1,"lfq",31.2635
"P00961","glyS","Impipenem",2,"lfq",31.3405
"P00961","glyS","Impipenem",3,"lfq",31.0992
"P00961","glyS","Ciprofloxacin",1,"lfq",31.7946
"P00961","glyS","Ciprofloxacin",2,"lfq",31.709
"P00961","glyS","Ciprofloxacin",3,"lfq",31.7841
"P00961","glyS","Control",1,"lfq",31.3628
"P00961","glyS","Control",2,"lfq",31.2396
"P00961","glyS","Control",3,"lfq",31.4359
"P00962","glnS","Ampicillin",1,"lfq",29.3267
"P00962","glnS","Ampicillin",2,"lfq",29.488
"P00962","glnS","Ampicillin",3,"lfq",29.486
"P00962","glnS","Cefotaxime",1,"lfq",29.1794
"P00962","glnS","Cefotaxime",2,"lfq",28.5985
"P00962","glnS","Cefotaxime",3,"lfq",29.0042
"P00962","glnS","Impipenem",1,"lfq",29.3373
"P00962","glnS","Impipenem",2,"lfq",29.4451
"P00962","glnS","Impipenem",3,"lfq",29.3586
"P00962","glnS","Ciprofloxacin",1,"lfq",29.7764
"P00962","glnS","Ciprofloxacin",2,"lfq",29.8337
"P00962","glnS","Ciprofloxacin",3,"lfq",29.838
"P00962","glnS","Control",1,"lfq",29.1222
"P00962","glnS","Control",2,"lfq",29.4687
"P00962","glnS","Control",3,"lfq",29.7313
"P00963","asnA","Ampicillin",1,"lfq",27.0359
"P00963","asnA","Ampicillin",2,"lfq",26.0263
"P00963","asnA","Ampicillin",3,"lfq",26.4643
"P00963","asnA","Cefotaxime",1,"lfq",27.8028
"P00963","asnA","Cefotaxime",2,"lfq",27.5164
"P00963","asnA","Cefotaxime",3,"lfq",27.4022
"P00963","asnA","Impipenem",1,"lfq",27.1272
"P00963","asnA","Impipenem",2,"lfq",27.1909
"P00963","asnA","Impipenem",3,"lfq",27.9398
"P00963","asnA","Ciprofloxacin",1,"lfq",26.5653
"P00963","asnA","Ciprofloxacin",2,"lfq",26.9837
"P00963","asnA","Ciprofloxacin",3,"lfq",26.9504
"P00963","asnA","Control",1,"lfq",26.9959
"P00963","asnA","Control",2,"lfq",26.4129
"P00963","asnA","Control",3,"lfq",26.1149
"P00968","carB","Ampicillin",1,"lfq",26.9408
"P00968","carB","Ampicillin",2,"lfq",27.684
"P00968","carB","Ampicillin",3,"lfq",26.5446
"P00968","carB","Cefotaxime",1,"lfq",27.111
"P00968","carB","Cefotaxime",2,"lfq",26.4662
"P00968","carB","Cefotaxime",3,"lfq",27.1292
"P00968","carB","Impipenem",1,"lfq",27.3393
"P00968","carB","Impipenem",2,"lfq",27.5769
"P00968","carB","Impipenem",3,"lfq",26.5213
"P00968","carB","Ciprofloxacin",1,"lfq",28.3777
"P00968","carB","Ciprofloxacin",2,"lfq",29.0241
"P00968","carB","Ciprofloxacin",3,"lfq",29.9001
"P00968","carB","Control",1,"lfq",27.3853
"P00968","carB","Control",2,"lfq",27.4233
"P00968","carB","Control",3,"lfq",27.6438
"P02358","rpsF","Ampicillin",1,"lfq",31.0267
"P02358","rpsF","Ampicillin",2,"lfq",31.3291
"P02358","rpsF","Ampicillin",3,"lfq",32.1505
"P02358","rpsF","Cefotaxime",1,"lfq",30.9271
"P02358","rpsF","Cefotaxime",2,"lfq",31.0321
"P02358","rpsF","Cefotaxime",3,"lfq",31.1661
"P02358","rpsF","Impipenem",1,"lfq",30.7119
"P02358","rpsF","Impipenem",2,"lfq",30.8705
"P02358","rpsF","Impipenem",3,"lfq",30.4933
"P02358","rpsF","Ciprofloxacin",1,"lfq",31.9294
"P02358","rpsF","Ciprofloxacin",2,"lfq",32.012
"P02358","rpsF","Ciprofloxacin",3,"lfq",31.7147
"P02358","rpsF","Control",1,"lfq",30.5653
"P02358","rpsF","Control",2,"lfq",31.2384
"P02358","rpsF","Control",3,"lfq",31.1996
"P02359","rpsG","Ampicillin",1,"lfq",32.9371
"P02359","rpsG","Ampicillin",2,"lfq",33.0887
"P02359","rpsG","Ampicillin",3,"lfq",32.8715
"P02359","rpsG","Cefotaxime",1,"lfq",32.8424
"P02359","rpsG","Cefotaxime",2,"lfq",32.5506
"P02359","rpsG","Cefotaxime",3,"lfq",32.8758
"P02359","rpsG","Impipenem",1,"lfq",32.6558
"P02359","rpsG","Impipenem",2,"lfq",32.8655
"P02359","rpsG","Impipenem",3,"lfq",32.5424
"P02359","rpsG","Ciprofloxacin",1,"lfq",33.631
"P02359","rpsG","Ciprofloxacin",2,"lfq",33.3165
"P02359","rpsG","Ciprofloxacin",3,"lfq",33.5123
"P02359","rpsG","Control",1,"lfq",32.6034
"P02359","rpsG","Control",2,"lfq",32.7213
"P02359","rpsG","Control",3,"lfq",33.2242
"P02413","rplO","Ampicillin",1,"lfq",30.537
"P02413","rplO","Ampicillin",2,"lfq",30.7421
"P02413","rplO","Ampicillin",3,"lfq",30.9945
"P02413","rplO","Cefotaxime",1,"lfq",30.9073
"P02413","rplO","Cefotaxime",2,"lfq",30.3086
"P02413","rplO","Cefotaxime",3,"lfq",30.7318
"P02413","rplO","Impipenem",1,"lfq",30.2443
"P02413","rplO","Impipenem",2,"lfq",30.2785
"P02413","rplO","Impipenem",3,"lfq",30.3131
"P02413","rplO","Ciprofloxacin",1,"lfq",31.2721
"P02413","rplO","Ciprofloxacin",2,"lfq",31.327
"P02413","rplO","Ciprofloxacin",3,"lfq",31.3009
"P02413","rplO","Control",1,"lfq",30.1947
"P02413","rplO","Control",2,"lfq",30.557
"P02413","rplO","Control",3,"lfq",30.4954
"P02924","araF","Ampicillin",1,"lfq",28.6098
"P02924","araF","Ampicillin",2,"lfq",27.7706
"P02924","araF","Ampicillin",3,"lfq",29.2943
"P02924","araF","Cefotaxime",1,"lfq",28.8962
"P02924","araF","Cefotaxime",2,"lfq",29.2882
"P02924","araF","Cefotaxime",3,"lfq",28.5179
"P02924","araF","Impipenem",1,"lfq",29.5016
"P02924","araF","Impipenem",2,"lfq",29.5239
"P02924","araF","Impipenem",3,"lfq",29.7064
"P02924","araF","Ciprofloxacin",1,"lfq",28.0531
"P02924","araF","Ciprofloxacin",2,"lfq",28.7571
"P02924","araF","Ciprofloxacin",3,"lfq",28.5856
"P02924","araF","Control",1,"lfq",28.4869
"P02924","araF","Control",2,"lfq",28.883
"P02924","araF","Control",3,"lfq",28.6597
"P02925","rbsB","Ampicillin",1,"lfq",35.4145
"P02925","rbsB","Ampicillin",2,"lfq",35.9337
"P02925","rbsB","Ampicillin",3,"lfq",36.9251
"P02925","rbsB","Cefotaxime",1,"lfq",35.4404
"P02925","rbsB","Cefotaxime",2,"lfq",37.0495
"P02925","rbsB","Cefotaxime",3,"lfq",35.8174
"P02925","rbsB","Impipenem",1,"lfq",35.6553
"P02925","rbsB","Impipenem",2,"lfq",36.2499
"P02925","rbsB","Impipenem",3,"lfq",36.2187
"P02925","rbsB","Ciprofloxacin",1,"lfq",35.0087
"P02925","rbsB","Ciprofloxacin",2,"lfq",35.6406
"P02925","rbsB","Ciprofloxacin",3,"lfq",35.1582
"P02925","rbsB","Control",1,"lfq",35.4974
"P02925","rbsB","Control",2,"lfq",36.1741
"P02925","rbsB","Control",3,"lfq",34.7078
"P02930","tolC","Ampicillin",1,"lfq",23.2708
"P02930","tolC","Ampicillin",2,"lfq",26.3801
"P02930","tolC","Ampicillin",3,"lfq",24.8021
"P02930","tolC","Cefotaxime",1,"lfq",25.4109
"P02930","tolC","Cefotaxime",2,"lfq",23.0331
"P02930","tolC","Cefotaxime",3,"lfq",23.7372
"P02930","tolC","Impipenem",1,"lfq",24.9681
"P02930","tolC","Impipenem",2,"lfq",24.3965
"P02930","tolC","Impipenem",3,"lfq",23.7514
"P02930","tolC","Ciprofloxacin",1,"lfq",25.0262
"P02930","tolC","Ciprofloxacin",2,"lfq",26.6005
"P02930","tolC","Ciprofloxacin",3,"lfq",26.1917
"P02930","tolC","Control",1,"lfq",24.732
"P02930","tolC","Control",2,"lfq",23.0366
"P02930","tolC","Control",3,"lfq",25.4203
"P03817","mioC","Ampicillin",1,"lfq",24.8411
"P03817","mioC","Ampicillin",2,"lfq",23.6163
"P03817","mioC","Ampicillin",3,"lfq",26.7588
"P03817","mioC","Cefotaxime",1,"lfq",25.8085
"P03817","mioC","Cefotaxime",2,"lfq",26.7824
"P03817","mioC","Cefotaxime",3,"lfq",26.6251
"P03817","mioC","Impipenem",1,"lfq",25.794
"P03817","mioC","Impipenem",2,"lfq",26.1067
"P03817","mioC","Impipenem",3,"lfq",26.3028
"P03817","mioC","Ciprofloxacin",1,"lfq",26.5231
"P03817","mioC","Ciprofloxacin",2,"lfq",25.4803
"P03817","mioC","Ciprofloxacin",3,"lfq",24.0414
"P03817","mioC","Control",1,"lfq",26.0413
"P03817","mioC","Control",2,"lfq",23.5903
"P03817","mioC","Control",3,"lfq",26.0586
"P03841","malM","Ampicillin",1,"lfq",27.044
"P03841","malM","Ampicillin",2,"lfq",25.8935
"P03841","malM","Ampicillin",3,"lfq",27.5792
"P03841","malM","Cefotaxime",1,"lfq",26.722
"P03841","malM","Cefotaxime",2,"lfq",27.2517
"P03841","malM","Cefotaxime",3,"lfq",26.8097
"P03841","malM","Impipenem",1,"lfq",26.5764
"P03841","malM","Impipenem",2,"lfq",26.1172
"P03841","malM","Impipenem",3,"lfq",26.504
"P03841","malM","Ciprofloxacin",1,"lfq",28.2741
"P03841","malM","Ciprofloxacin",2,"lfq",24.6573
"P03841","malM","Ciprofloxacin",3,"lfq",27.2571
"P03841","malM","Control",1,"lfq",26.5385
"P03841","malM","Control",2,"lfq",26.7111
"P03841","malM","Control",3,"lfq",26.7607
"P04036","dapB","Ampicillin",1,"lfq",26.4911
"P04036","dapB","Ampicillin",2,"lfq",26.4766
"P04036","dapB","Ampicillin",3,"lfq",27.3196
"P04036","dapB","Cefotaxime",1,"lfq",27.0404
"P04036","dapB","Cefotaxime",2,"lfq",26.8597
"P04036","dapB","Cefotaxime",3,"lfq",27.4233
"P04036","dapB","Impipenem",1,"lfq",27.0891
"P04036","dapB","Impipenem",2,"lfq",26.8928
"P04036","dapB","Impipenem",3,"lfq",27.0083
"P04036","dapB","Ciprofloxacin",1,"lfq",26.8492
"P04036","dapB","Ciprofloxacin",2,"lfq",27.3294
"P04036","dapB","Ciprofloxacin",3,"lfq",27.4225
"P04036","dapB","Control",1,"lfq",26.9176
"P04036","dapB","Control",2,"lfq",27.0107
"P04036","dapB","Control",3,"lfq",27.1716
"P04079","guaA","Ampicillin",1,"lfq",29.3608
"P04079","guaA","Ampicillin",2,"lfq",29.635
"P04079","guaA","Ampicillin",3,"lfq",28.7597
"P04079","guaA","Cefotaxime",1,"lfq",30.2635
"P04079","guaA","Cefotaxime",2,"lfq",28.4216
"P04079","guaA","Cefotaxime",3,"lfq",29.5293
"P04079","guaA","Impipenem",1,"lfq",29.7838
"P04079","guaA","Impipenem",2,"lfq",29.6422
"P04079","guaA","Impipenem",3,"lfq",29.1039
"P04079","guaA","Ciprofloxacin",1,"lfq",29.8151
"P04079","guaA","Ciprofloxacin",2,"lfq",29.6939
"P04079","guaA","Ciprofloxacin",3,"lfq",29.4473
"P04079","guaA","Control",1,"lfq",29.5572
"P04079","guaA","Control",2,"lfq",29.5428
"P04079","guaA","Control",3,"lfq",29.5971
"P04128","fimA","Ampicillin",1,"lfq",28.0353
"P04128","fimA","Ampicillin",2,"lfq",28.1506
"P04128","fimA","Ampicillin",3,"lfq",28.3644
"P04128","fimA","Cefotaxime",1,"lfq",27.1109
"P04128","fimA","Cefotaxime",2,"lfq",26.8887
"P04128","fimA","Cefotaxime",3,"lfq",23.5585
"P04128","fimA","Impipenem",1,"lfq",27.4332
"P04128","fimA","Impipenem",2,"lfq",26.9439
"P04128","fimA","Impipenem",3,"lfq",23.7933
"P04128","fimA","Ciprofloxacin",1,"lfq",26.1665
"P04128","fimA","Ciprofloxacin",2,"lfq",27.0487
"P04128","fimA","Ciprofloxacin",3,"lfq",24.8178
"P04128","fimA","Control",1,"lfq",27.4046
"P04128","fimA","Control",2,"lfq",28.3123
"P04128","fimA","Control",3,"lfq",27.5823
"P04335","frsA","Ampicillin",1,"lfq",24.6135
"P04335","frsA","Ampicillin",2,"lfq",23.8692
"P04335","frsA","Ampicillin",3,"lfq",23.9354
"P04335","frsA","Cefotaxime",1,"lfq",24.7331
"P04335","frsA","Cefotaxime",2,"lfq",23.2307
"P04335","frsA","Cefotaxime",3,"lfq",23.5041
"P04335","frsA","Impipenem",1,"lfq",24.1316
"P04335","frsA","Impipenem",2,"lfq",24.1891
"P04335","frsA","Impipenem",3,"lfq",24.3615
"P04335","frsA","Ciprofloxacin",1,"lfq",24.2864
"P04335","frsA","Ciprofloxacin",2,"lfq",24.9774
"P04335","frsA","Ciprofloxacin",3,"lfq",24.7704
"P04335","frsA","Control",1,"lfq",24.5756
"P04335","frsA","Control",2,"lfq",23.9989
"P04335","frsA","Control",3,"lfq",24.5487
"P04425","gshB","Ampicillin",1,"lfq",28.466
"P04425","gshB","Ampicillin",2,"lfq",28.2319
"P04425","gshB","Ampicillin",3,"lfq",28.1425
"P04425","gshB","Cefotaxime",1,"lfq",28.6833
"P04425","gshB","Cefotaxime",2,"lfq",28.1092
"P04425","gshB","Cefotaxime",3,"lfq",28.6525
"P04425","gshB","Impipenem",1,"lfq",28.7115
"P04425","gshB","Impipenem",2,"lfq",29.0353
"P04425","gshB","Impipenem",3,"lfq",28.8252
"P04425","gshB","Ciprofloxacin",1,"lfq",28.7337
"P04425","gshB","Ciprofloxacin",2,"lfq",28.6322
"P04425","gshB","Ciprofloxacin",3,"lfq",28.4026
"P04425","gshB","Control",1,"lfq",28.7977
"P04425","gshB","Control",2,"lfq",28.7108
"P04425","gshB","Control",3,"lfq",28.5778
"P04693","tyrB","Ampicillin",1,"lfq",26.7614
"P04693","tyrB","Ampicillin",2,"lfq",26.8164
"P04693","tyrB","Ampicillin",3,"lfq",25.8815
"P04693","tyrB","Cefotaxime",1,"lfq",26.6517
"P04693","tyrB","Cefotaxime",2,"lfq",26.2647
"P04693","tyrB","Cefotaxime",3,"lfq",26.4479
"P04693","tyrB","Impipenem",1,"lfq",26.4826
"P04693","tyrB","Impipenem",2,"lfq",26.8466
"P04693","tyrB","Impipenem",3,"lfq",26.0704
"P04693","tyrB","Ciprofloxacin",1,"lfq",27.1492
"P04693","tyrB","Ciprofloxacin",2,"lfq",26.9205
"P04693","tyrB","Ciprofloxacin",3,"lfq",26.9096
"P04693","tyrB","Control",1,"lfq",27.1678
"P04693","tyrB","Control",2,"lfq",27.0239
"P04693","tyrB","Control",3,"lfq",26.7314
"P04805","gltX","Ampicillin",1,"lfq",30.4018
"P04805","gltX","Ampicillin",2,"lfq",30.3785
"P04805","gltX","Ampicillin",3,"lfq",30.0678
"P04805","gltX","Cefotaxime",1,"lfq",30.3315
"P04805","gltX","Cefotaxime",2,"lfq",30.3038
"P04805","gltX","Cefotaxime",3,"lfq",30.2956
"P04805","gltX","Impipenem",1,"lfq",30.6462
"P04805","gltX","Impipenem",2,"lfq",30.3584
"P04805","gltX","Impipenem",3,"lfq",30.2187
"P04805","gltX","Ciprofloxacin",1,"lfq",30.6423
"P04805","gltX","Ciprofloxacin",2,"lfq",30.8582
"P04805","gltX","Ciprofloxacin",3,"lfq",30.7934
"P04805","gltX","Control",1,"lfq",30.3633
"P04805","gltX","Control",2,"lfq",30.4574
"P04805","gltX","Control",3,"lfq",30.6368
"P04825","pepN","Ampicillin",1,"lfq",30.1036
"P04825","pepN","Ampicillin",2,"lfq",30.1486
"P04825","pepN","Ampicillin",3,"lfq",29.8453
"P04825","pepN","Cefotaxime",1,"lfq",30.1304
"P04825","pepN","Cefotaxime",2,"lfq",29.6559
"P04825","pepN","Cefotaxime",3,"lfq",30.1314
"P04825","pepN","Impipenem",1,"lfq",30.3036
"P04825","pepN","Impipenem",2,"lfq",30.1418
"P04825","pepN","Impipenem",3,"lfq",30.2353
"P04825","pepN","Ciprofloxacin",1,"lfq",29.9958
"P04825","pepN","Ciprofloxacin",2,"lfq",29.8036
"P04825","pepN","Ciprofloxacin",3,"lfq",30.1219
"P04825","pepN","Control",1,"lfq",30.2654
"P04825","pepN","Control",2,"lfq",30.4141
"P04825","pepN","Control",3,"lfq",30.5176
"P04949","fliC","Ampicillin",1,"lfq",28.978
"P04949","fliC","Ampicillin",2,"lfq",28.9436
"P04949","fliC","Ampicillin",3,"lfq",31.4865
"P04949","fliC","Cefotaxime",1,"lfq",31.6749
"P04949","fliC","Cefotaxime",2,"lfq",27.5385
"P04949","fliC","Cefotaxime",3,"lfq",29.7484
"P04949","fliC","Impipenem",1,"lfq",23.8043
"P04949","fliC","Impipenem",2,"lfq",23.3158
"P04949","fliC","Impipenem",3,"lfq",25.419
"P04949","fliC","Ciprofloxacin",1,"lfq",28.6291
"P04949","fliC","Ciprofloxacin",2,"lfq",29.4547
"P04949","fliC","Ciprofloxacin",3,"lfq",30.7697
"P04949","fliC","Control",1,"lfq",28.6618
"P04949","fliC","Control",2,"lfq",28.2739
"P04949","fliC","Control",3,"lfq",28.9663
"P04951","kdsB","Ampicillin",1,"lfq",26.2221
"P04951","kdsB","Ampicillin",2,"lfq",26.8455
"P04951","kdsB","Ampicillin",3,"lfq",24.3827
"P04951","kdsB","Cefotaxime",1,"lfq",26.2091
"P04951","kdsB","Cefotaxime",2,"lfq",23.5762
"P04951","kdsB","Cefotaxime",3,"lfq",27.3588
"P04951","kdsB","Impipenem",1,"lfq",26.4708
"P04951","kdsB","Impipenem",2,"lfq",26.9749
"P04951","kdsB","Impipenem",3,"lfq",23.1395
"P04951","kdsB","Ciprofloxacin",1,"lfq",26.4287
"P04951","kdsB","Ciprofloxacin",2,"lfq",25.7123
"P04951","kdsB","Ciprofloxacin",3,"lfq",25.6273
"P04951","kdsB","Control",1,"lfq",27.1422
"P04951","kdsB","Control",2,"lfq",26.6934
"P04951","kdsB","Control",3,"lfq",27.7542
"P04982","rbsD","Ampicillin",1,"lfq",29.3944
"P04982","rbsD","Ampicillin",2,"lfq",27.9731
"P04982","rbsD","Ampicillin",3,"lfq",30.6555
"P04982","rbsD","Cefotaxime",1,"lfq",27.7938
"P04982","rbsD","Cefotaxime",2,"lfq",30.1544
"P04982","rbsD","Cefotaxime",3,"lfq",28.3316
"P04982","rbsD","Impipenem",1,"lfq",27.3961
"P04982","rbsD","Impipenem",2,"lfq",27.7318
"P04982","rbsD","Impipenem",3,"lfq",29.0273
"P04982","rbsD","Ciprofloxacin",1,"lfq",28.7659
"P04982","rbsD","Ciprofloxacin",2,"lfq",28.2818
"P04982","rbsD","Ciprofloxacin",3,"lfq",28.3895
"P04982","rbsD","Control",1,"lfq",28.2965
"P04982","rbsD","Control",2,"lfq",28.4585
"P04982","rbsD","Control",3,"lfq",28.1462
"P04983","rbsA","Ampicillin",1,"lfq",27.2461
"P04983","rbsA","Ampicillin",2,"lfq",28.2658
"P04983","rbsA","Ampicillin",3,"lfq",26.959
"P04983","rbsA","Cefotaxime",1,"lfq",27.7418
"P04983","rbsA","Cefotaxime",2,"lfq",26.5912
"P04983","rbsA","Cefotaxime",3,"lfq",27.6084
"P04983","rbsA","Impipenem",1,"lfq",28.1961
"P04983","rbsA","Impipenem",2,"lfq",28.2304
"P04983","rbsA","Impipenem",3,"lfq",27.7236
"P04983","rbsA","Ciprofloxacin",1,"lfq",26.8742
"P04983","rbsA","Ciprofloxacin",2,"lfq",28.313
"P04983","rbsA","Ciprofloxacin",3,"lfq",27.9333
"P04983","rbsA","Control",1,"lfq",27.8751
"P04983","rbsA","Control",2,"lfq",28.0021
"P04983","rbsA","Control",3,"lfq",28.4907
"P05020","pyrC","Ampicillin",1,"lfq",28.6262
"P05020","pyrC","Ampicillin",2,"lfq",28.7101
"P05020","pyrC","Ampicillin",3,"lfq",28.5361
"P05020","pyrC","Cefotaxime",1,"lfq",28.3269
"P05020","pyrC","Cefotaxime",2,"lfq",28.364
"P05020","pyrC","Cefotaxime",3,"lfq",28.4011
"P05020","pyrC","Impipenem",1,"lfq",28.5201
"P05020","pyrC","Impipenem",2,"lfq",28.2479
"P05020","pyrC","Impipenem",3,"lfq",28.8192
"P05020","pyrC","Ciprofloxacin",1,"lfq",29.035
"P05020","pyrC","Ciprofloxacin",2,"lfq",28.7902
"P05020","pyrC","Ciprofloxacin",3,"lfq",29.1847
"P05020","pyrC","Control",1,"lfq",28.3057
"P05020","pyrC","Control",2,"lfq",28.5434
"P05020","pyrC","Control",3,"lfq",28.587
"P05042","fumC","Ampicillin",1,"lfq",27.7265
"P05042","fumC","Ampicillin",2,"lfq",28.2474
"P05042","fumC","Ampicillin",3,"lfq",27.6831
"P05042","fumC","Cefotaxime",1,"lfq",27.3772
"P05042","fumC","Cefotaxime",2,"lfq",26.2766
"P05042","fumC","Cefotaxime",3,"lfq",27.5025
"P05042","fumC","Impipenem",1,"lfq",27.7874
"P05042","fumC","Impipenem",2,"lfq",28.0083
"P05042","fumC","Impipenem",3,"lfq",28.257
